"Name","Path","Size","Date Modified"
"(C86) (同人誌) [海通信 (なまもななせ)] YAZAWAにこの★目指せ!グラドル (ラブライブ! School idol project).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\なまもななせ(海通信)","35248484","2014/11/11 10:15"
"(C86) (同人誌) [海通信 (なまもななせ)] 援交もアイドルのお仕事! (ラブライブ! School idol project).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\なまもななせ(海通信)","38971120","2014/11/11 10:15"
"(C86) (同人誌) [無印堂 (やくた)] みなそこにて (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","34643484","2014/12/7 19:38"
"(C86) (同人誌) [煩悩ストリーム (shri)] FALLEN PRINCESS (ハピネスチャージプリキュア！).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","37933220","2014/11/5 0:44"
"(C86) (同人誌) [牛乳屋さん (牛乳のみお)] J's 2 (女子小学生はじめました).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","93345457","2014/11/23 4:32"
"(C86) (同人誌) [犬とコタツ (七瀬瑞穂)] 提督のオヨメサン (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Ark Emerald(七瀬瑞穂)","24517574","2014/12/7 15:58"
"(C86) (同人誌) [琥珀亭 (堺はまち)] 巨乳人妻加賀の憂鬱 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\堺はまち","69722708","2014/11/16 1:30"
"(C86) (同人誌) [画々研 (まひるの影郎)] 青い蕾たち (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\画々研 (まひるの影郎)","28588813","2014/9/26 5:41"
"(C86) (同人誌) [秒殺狸団 (佐伯達也)] まらかもん (ばらかもん).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\秒殺狸団 (佐伯達也)","23998377","2014/11/20 10:59"
"(C86) (同人誌) [突撃!となりの上カルビ (ツンスキ)] 私がいっちばんそばにいるんだから! (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","101088822","2014/11/28 1:54"
"(C86) (同人誌) [絵援隊(酒呑童子)] くぱこれ (艦隊これくしょん-艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\絵援隊(酒呑童子)]","79447514","2014/9/6 22:51"
"(C86) (同人誌) [蛸壷屋 (TK)] ゆきゆきて戦車道 黒森峰の戦い (ガールズ&パンツァー).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\蛸壷屋","42467350","2014/11/5 1:12"
"(C86) (同人誌) [超平板小娘電視台 (ほっけうるふ)] 「友達とのセックス。」 (一週間フレンズ).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","14560951","2014/9/6 12:39"
"(C86) (同人誌) [軒下の猫屋 (アルデヒド)] ぶんげいかつどう (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\軒下の猫屋 (アルデヒド)","18237088","2014/9/26 5:40"
"(C86) (同人誌) [鎖キャタピラ (よしろん)] 娘ワレモノ (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\鎖キャタピラ","25449768","2014/9/12 8:49"
"(C86) (同人誌) [雨山電信社 (雨山電信)] 生徒会長(おさななじみ)は肛門アイドル (beatmania).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","156893463","2014/11/26 6:50"
"(C86) (同人誌) [青豆腐(ねろましん)] リサイクル-資材を産むための深海棲艦達- (艦隊これくしょん-艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\青豆腐 (ねろましん)","66929680","2014/9/6 22:52"
"(C86) (同人誌) [駄肉家さん (白家ミカ)] 潮しぼり (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","40830412","2014/11/11 10:17"
"(C86) [16軒目 (さとーさとる)] やってきたプリティーガール! (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\16軒目 (さとーさとる)","12093072","2015/1/13 23:51"
"(C86) [23.4ド (イチリ)] Adult Colorful Collection.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\23.4ド (イチリ)","83852818","2014/10/5 23:05"
"(C86) [23.4ド (イチリ)] イリヤとクロが妹ならしかたない!! (Fate／kaleid liner プリズマ☆イリヤ) [別スキャン].zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\23.4ド (イチリ)","25126161","2014/9/11 6:30"
"(C86) [23.4ド (イチリ)] イリヤとクロが妹ならしかたない!! (Fate／kaleid liner プリズマ☆イリヤ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\23.4ド (イチリ)","18092125","2014/9/11 0:32"
"(C86) [3色コロナ (鈴木ひのみ)] トゲヌキ (ニセコイ).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","26594124","2014/10/26 11:20"
"(C86) [40010壱号 (40010試作型)] Hitasura Summer (ToLOVEる-とらぶる-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\40010壱号 (40010試作型)","17705326","2014/8/20 15:11"
"(C86) [4番街画廊 (4番街)] 朝潮のみる夢 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","138779104","2015/7/6 21:47"
"(C86) [5年目の放课后 (カントク)] 立ち読み専用vol.35 (よろず).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\5年目の放課後 (カントク)","87413143","2014/8/19 13:29"
"(C86) [774ハウス (774)] 裸姫穂乃火2 見世物種付猿交尾 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\774ハウス (774)","257300967","2014/9/23 5:49"
"(C86) [8cm (8000)] 徒な明星 (最強銀河 究極ゼロ ～バトルスピリッツ～).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","4813782","2015/1/20 0:55"
"(C86) [99mg (九重)] eat me! 【改訂版】.zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","84225766","2014/11/29 0:25"
"(C86) [@ism (青野りぼん)] リンゴイロ (アトリエシリーズ).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","62715384","2014/9/16 6:27"
"(C86) [A-Anima (神楽)] スキトキメキトキス (ARIA).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","58236645","2014/9/21 5:57"
"(C86) [Aardvark (じじ)] SUMMER LIGHTNING (艦隊これくしょん -艦これ-) [修正].zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","50292746","2014/10/28 23:23"
"(C86) [abgrund (さいかわゆさ)] DARKNESS (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\abgrund (さいかわゆさ)","18214631","2014/9/13 5:01"
"(C86) [abgrund (さいかわゆさ)] サマーハレーション フルカラー (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\abgrund (さいかわゆさ)","13412708","2014/9/7 8:40"
"(C86) [ACID EATERS (和馬村政)] そうだごはんにしよう！？ (ハピネスチャージプリキュア！).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ACID EATERS (和馬村政)","5232206","2015/1/22 7:48"
"(C86) [ACTIVA (SMAC)] シギュン蹂躙 (ブレイク ブレイド).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ACTIVA","21724214","2014/10/11 23:37"
"(C86) [AERODOG (inu)] 乙女心と一航戦 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","35400615","2014/9/6 5:55"
"(C86) [AGOI亭 (三九呂)] スズヤイズム (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\AGOI亭 (三九呂)","19363434","2014/10/15 11:10"
"(C86) [AHOBAKA (aho)] 寝取られ人魚妻の知らない体.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\AHOBAKA (Aho)","88639610","2014/10/12 23:27"
"(C86) [alicemiller (松竜)] Love Potion No.5☆ (とある魔術の禁書目録).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ASTRO CREEP (松竜)","37544247","2014/9/11 0:31"
"(C86) [ALMISM (水月あるみ)] ビターなコーヒーとシュガーなミルク「さみしがりやのこねこ」.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ALMISM (水月あるみ)","91985864","2014/9/16 6:29"
"(C86) [AMAYADORI+ (ハレノチアメ)] 霧島の杜 (咲-Saki-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","26988600","2014/10/15 1:53"
"(C86) [AMORPHOUS innocent fiction (酒月ほまれ)] ～ゼッタイいいなり!～くちびる媚薬 3.zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","85486533","2015/4/24 14:46"
"(C86) [AMP (野良黒ネロ)] ご注文は◯◯◯ですか？ (ご注文はうさぎですか？).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\AMP(野良黒ネロ)","37697296","2014/9/23 5:43"
"(C86) [AMP (野良黒ネロ)] 裏スクールアイドル (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\AMP(野良黒ネロ)","73651671","2014/9/23 5:44"
"(C86) [Anorak Post (あきよしよしあき)] 桃色えがおで25252～! (ラブライブ!).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","15064279","2014/12/26 6:31"
"(C86) [Apple Effect (紫御)] TEITOKU LOVE (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","37324174","2014/8/27 22:34"
"(C86) [APRICOTTEA (みなみ)] 如月のこと、忘れないでね… (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\APRICOTTEA (みなみ)","32965662","2015/2/17 3:23"
"(C86) [ARCH (ぷらむ)] フェルトニウム装★填! (ガンダム00).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ARCH (ぷらむ)","31345571","2015/2/28 18:33"
"(C86) [ARCHANGEL (綾小路はるか)] The Broken Black Heart (Fate kaleid liner プリズマ☆イリヤ).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","40182226","2014/9/6 8:12"
"(C86) [Archetype (あかざ)] ヲ級ちゃんカッコカリ (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","112126732","2015/8/2 1:21"
"(C86) [ARCHF (利木)] GUD (ご注文はうさぎですか？).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ARCHF (利木)","38797454","2014/9/22 23:30"
"(C86) [ARE (ちぇる, 華師)] ことりちゃんちゅんちゅん (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ARE (華師)","3517992","2014/11/5 8:20"
"(C86) [Art Jam (みつまろ)] アイドルマニア～和菜監禁～.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Art Jam (osm)","136335157","2015/3/1 1:25"
"(C86) [ASGO (暫時)] 棟方愛海のドリームかな子フェスティバル (アイドルマスター シンデレラガールズ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ASGO (暫時)","33896426","2014/10/18 3:48"
"(C86) [ASIANBOY (長谷見亮)] お兄ちゃん 今日もぴょんぴょんしてくれますか？ (ご注文はうさぎですか？).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Hasemi box (長谷見亮)","38505009","2014/10/26 9:35"
"(C86) [atSD (つねよし)] みことと。7(とある魔術の禁書目録).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\atSD (つねよし)","118952425","2014/11/19 8:36"
"(C86) [Awareness (藍川とうま)] IRIS20 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","9964802","2015/2/22 20:35"
"(C86) [AXZ (九手児)] ダブルセクス Angel's stroke79 (閃虹の機巧美神＜ダブルイクス＞).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\AXZ(九手児)","22151935","2014/9/1 20:41"
"(C86) [AYUEST (万国あゆや)] ∞Oooverheat↑ (無限大オーーーバーヒート) (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\AYUEST (万国あゆや)","52318567","2014/8/20 16:16"
"(C86) [A・S・Gグループ(みそのう)] “はがねのつるぎ”貯金実行中。 (ドラゴンクエスト).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","51193828","2014/9/8 22:53"
"(C86) [A極振り (しあん)] シンアイマックスマッタナシ! 2 (アイドルマスター シンデレラガールズ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\A極振り (しあん)","44823567","2014/8/20 14:12"
"(C86) [barista] 艦隊コミュニケーション-夕張 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\barista (霧瀬ミツル)","16803548","2014/8/26 0:37"
"(C86) [baroQue (じぇーむら)] CHIeros (アイドルマスター シンデレラガールズ) [DL版].zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\baroQue (J村)","54696909","2014/8/17 6:18"
"(C86) [BEAT-POP (尾崎未来, RYÖ)] 16858198401O (艦隊これくしょん -艦これ-) [DL版].zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","87688408","2014/8/31 4:04"
"(C86) [BLACK DOG (黒犬獣)] MADE IN HEAVEN -MERCURY- 準備号 (美少女戦士セーラームーン).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","49919280","2014/8/20 17:41"
"(C86) [BLAZE (スコチ)] Fairy Paranoia 2.zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","32720402","2015/5/7 13:46"
"(C86) [Bloody Okojo (芥川まんぼう)] I Do My Best For You (IS＜インフィニット・ストラトス＞).rar","J:\_Happy_Lesson\_Going_to_sort\_Compressed","47856186","2014/8/19 13:15"
"(C86) [Blue Mage (あおいまなぶ)] Chu! (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\BlueMage(あおいまなぶ)","7804996","2014/9/18 23:47"
"(C86) [bolze. (rit.)] ラブレイプ! (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\bolze. (rit.)","30355311","2014/9/23 5:48"
"(C86) [Brown sugar (宮坂なこ)] ご注文は裏メニューですか？ (ご注文はうさぎですか？) [DL版].zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Brown sugar (宮坂なこ)","90608044","2014/9/26 5:46"
"(C86) [Brown sugar (宮坂なこ)] ご注文は裏メニューですか？ (ご注文はうさぎですか？).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Brown sugar (宮坂なこ)","136195239","2014/9/14 6:03"
"(C86) [candy paddle (ネムネム)] 男の娘風俗♥.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Candy Paddle(ネムネム)","50213866","2014/9/7 23:16"
"(C86) [CANVAS+GARDEN (宮坂みゆ)] もっと妹にやさしくしてくださいっ.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ CANVAS+GARDEN ( 宮坂みゆ）","182392590","2014/9/14 19:50"
"(C86) [cherrypepper (Yukian)] 提督のご趣味 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\峠桜屋 (Yukian)","20667806","2014/8/29 10:11"
"(C86) [chested (特)] 甘い夢を召し上がれ  (ラブライブ！).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\chested (特)","7408982","2014/12/9 2:39"
"(C86) [CHIBIKKO KINGDOM (けこちゃ)] 幸セジュウコン生活 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\CHIBIKKO KINGDOM (けこちゃ)","29199995","2014/9/10 0:18"
"(C86) [Circle-FIORE (えかきびと)] できちゃった重婚 (ブラック・ブレット).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Circle-FIORE (えかきびと)","56106133","2014/9/11 6:32"
"(C86) [Cloud Palette (紅薙ようと)] さなえちゃんと保健体育 (東方Project).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Cloud Palette (黒夢奈音, 紅薙ようと)","43611076","2014/9/22 1:48"
"(C86) [Contamination (eigetu)] マキニコレズチャレンジ (ラブライブ!) [ページ欠落].zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","7458337","2014/11/22 11:47"
"(C86) [CotesDeNoix (Cru)] Fallen Heart (超次元ゲイム ネプテューヌ).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","234533230","2014/8/31 10:59"
"(C86) [Cradle, Puffsleeve (深崎暮人, 黑谷忍)] piece of cradle vol.11 (ラブライブ).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","80102346","2014/9/7 22:50"
"(C86) [CRAZY CLOVER CLUB (城爪草)] T＊MOON COMPLEX APO 02 (Fate／Apocrypha).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","120295937","2014/9/10 22:32"
"(C86) [CRIMSON GROUND (宮社惣恭)] 楓さんマジ女神SR (アイドルマスター シンデレラガールズ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\宮社惣恭","5667048","2014/11/4 14:36"
"(C86) [CROSS HEARTS (綾瀬はづき)] SO SMILE!! (すーぱーそに子).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\CROSS HEARTS (綾瀬はづき)","10130046","2014/11/24 1:39"
"(C86) [Cyclo (マル)] Perfectより欲しいモノ (アイドルマスター).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","47140789","2014/9/29 5:03"
"(C86) [D-baird (Beなんとか)] デレクモ改 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\D-baird) D-baird (Beなんとか)","35044962","2014/8/20 22:30"
"(C86) [D.N.A.Lab. (ミヤスリサ)] 一航戦式プロポーズ (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\D・N・A.Lab., CHRONOLOG (ミヤスリサ, 桜沢いづみ)","3564917","2015/3/24 21:52"
"(C86) [Da Hootch (新堂エル)] TSF物語アペンド2.0 (オリジナル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Da Hootch (新堂エル)","176455950","2014/9/9 7:59"
"(C86) [Dark battery (茗荷)] 委員長と体育倉庫。 (ToLOVEる-とらぶる-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\黒電池 (茗荷)","3577333","2014/11/23 2:10"
"(C86) [DELTA BOX (石田麻茶行)] だってリアルはクソゲーだし。 (ソードアート・オンライン).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","17692810","2015/4/15 19:57"
"(C86) [Digital Flyer, life (葉賀ユイ, 大田優一)] はだいろ☆はぴねす (ハピネスチャージプリキュア！).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","44572749","2015/2/1 11:38"
"(C86) [Digital Lover (なかじまゆか)] D.L. action 88 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Digital Lover (なかじまゆか)","28522402","2014/8/20 22:12"
"(C86) [Dr. VERMILION (ペテン師)] EXPERIMENT (とある魔術の禁書目録).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Dr.VERMILION (ペテン師)","91592443","2014/9/5 4:46"
"(C86) [Dragon Kitchen (さそりがため)] 凛ちゃんまじえんじぇ (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Dragon Kitchen","77695806","2014/8/31 20:36"
"(C86) [Dream Halls! (綴り)] 少女変わり玉 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Dream Halls! (綴り)","19021854","2014/9/10 5:18"
"(C86) [DROP DEAD!! (水瀬修)] Shocking Party!! (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\DROP DEAD!! (水瀬修)","29679653","2014/10/19 22:39"
"(C86) [EAR-POP (みさぎ和)] 肩の上の龍驤 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\EAR-POP (みさぎ和)","165354638","2015/1/6 4:32"
"(C86) [enuma elish (ゆきみ)] THE LAST ORDER (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","75478467","2014/9/27 13:35"
"(C86) [ERECT TOUCH (エレクトさわる)] ぽちゃっ娘肉祭り2014 SUMMER! (よろず).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\ERECT TOUCH (エレクトさわる)","44717972","2014/8/20 14:33"
"(C86) [EROQUIS! (ブッチャーU)] メト○イドXXX (メトロイド).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\EROQUIS! (ブッチャーU)","109982606","2014/8/20 16:26"
"(C86) [Erostellus (Miel)] 悪魔でイけにえ! (東方Project).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","28401579","2014/8/31 1:36"
"(C86) [Fatalpulse (朝凪)] VictimGirls17 SOS -savage our souls- (艦隊これくしょん-艦これ-) [屏幕脏了汉化组].zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Fatalpulse (朝凪)","23965177","2014/8/19 13:34"
"(C86) [Finecraft69 (6ro-)] 七瀬さんに横恋慕 (金田一少年の事件簿).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Finecraft69 (井硲六郎)","17605575","2015/2/3 0:36"
"(C86) [FRAC (もとみやみつき)] 宵波が凪いだら (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\FRAC (もとみやみつき)","18519384","2014/8/26 23:05"
"(C86) [FreeStyleQuartet (空想)] アリとキリギリス.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\FreeStyleQuartet (空想)","97989291","2015/1/22 0:47"
"(C86) [Fujitsubo Machine (Itou Noizi)] natsuiro distortion.zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","24888064","2015/5/12 13:10"
"(C86) [G's studio (gumma)] AMAGAMI ～HAREM ROOT (アマガミ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\如月群真","32273425","2014/9/1 21:51"
"(C86) [Garimpeiro (まめでんきゅう)] 天津風ちゃんと (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Garimpeiro (まめでんきゅう)","17825927","2014/8/26 23:05"
"(C86) [Gift (渚乃兎)] 戦艦陵辱 -ビスマルク- (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Gift (渚乃兎)","34215172","2014/9/27 0:01"
"(C86) [Grace (よこやまなおき)] シンデレラNo1な凛ちゃんなう! (アイドルマスター シンデレラガールズ).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Grace (よこやまなおき)","4189174","2014/12/7 0:25"
"(C86) [Grace (よこやまなおき)] ミリオンバックダンサーたちのオトナの「せったい」合宿 (アイドルマスターミリオンライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Grace (よこやまなおき)","38506800","2014/12/4 0:21"
"(C86) [Graf Zeppelin] solitude game [DL版] (ラブライブ!).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Graf Zeppelin (Ta152)","17708102","2015/1/18 6:32"
"(C86) [grand-nauts (広瀬まどか)] すごいうし.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\grand-nauts (広瀬 まどか)","24786830","2014/11/24 5:44"
"(C86) [Hard Puncher Maniax (比内鳥)] 艦むすノスタルジア (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","57965270","2014/10/3 22:22"
"(C86) [HBO(変熊)] 私が征服するのだ!! (世界征服〜謀略のズヴィズダー〜).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\HBO (変熊)","72060230","2014/9/1 21:16"
"(C86) [Heaven's Gate (安藤智也)] えろちか (ラブライブ!) [DL版].zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Heaven's Gate (安藤智也)","17398363","2014/9/1 5:06"
"(C86) [HIGH RISK REVOLUTION (あいざわひろし, 岩崎啓眞)] 詩織 第21章 最後の絆 (ときめきメモリアル).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\HIGH RISK REVOLUTION (あいざわひろし)","54944520","2015/2/27 21:42"
"(C86) [High-Spirit (Aogiri Penta)] じょそオナ・エクスタシス 3 (2014年8月17日).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\High-Spirit (あおぎりぺんた)","60459222","2014/11/1 10:57"
"(C86) [HitenKei (Hiten)] もう提督の側に戻れない… (艦隊これくしょん -艦これ-) [DL版].zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","34320094","2014/8/31 1:33"
"(C86) [hlz (鎖ノム)] D.D.Kingdom5 (DOG DAYS).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\hlz (鎖ノム)","57320310","2014/12/8 3:28"
"(C86) [Hotel Negresco (Negresco, 紐, 春夏冬エ)] hepatica[同棲編] (ゼノサーガシリーズ).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","55325131","2014/11/20 9:02"
"(C86) [Ice Sugar (うた乃)] お兄ちゃんにオトナにして貰おう!.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Ice Sugar (うた乃)","33732030","2014/10/12 23:31"
"(C86) [Ice Sugar (うた乃)] 密室と少女と甘いお薬.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Ice Sugar (うた乃)","31321942","2014/10/12 23:31"
"(C86) [In The Sky (中乃空)] コンハルうえでぃんぐ (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\In The Sky (中乃空)","57296454","2014/9/7 23:14"
"(C86) [INSERT (KEN)] 浅倉家姉弟の秘密.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\INSERT (KEN)","6945883","2014/8/24 1:06"
"(C86) [INSERT] 僕だけの爆乳オナメイド-由那先生の受難-.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\INSERT (KEN)","112283473","2014/11/26 6:34"
"(C86) [JACK-POT (じゅら)] スクールフーゾク.zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\JACK-POT","61288268","2014/9/1 3:00"
"(C86) [JUNK STORY (ミ茶いる)] PIECES (ビビッドレッド・オペレーション).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","186426865","2015/2/1 1:28"
"(C86) [K-Drive (鳴滝しん)] IdolNetwork2 (ラブライブ!).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","54451509","2014/10/28 11:01"
"(C86) [KAMINENDO.CORP (あかざわRED)] アナルエンジェルちえりちゃん (アイドルマスター).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\あかざわRED","21764451","2014/10/12 23:28"
"(C86) [kanemasita (かねた)] 潮の日 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Manga\Sorted_By_Author\Tengallonhat (かねた)","60736569","2014/9/26 23:59"
"(C86) [Kansai Gyogyou Kyoudou Kumiai (Marushin)] Isuzu Banka (Kantai Collection -KanColle-) [Chinese] [屏幕髒了漢化組].zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","38958300","2014/9/8 9:36"
"(C86) [KFC (YU)] 1919 (艦隊これくしょん -艦これ-).zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","15841885","2015/5/29 23:19"
"(C86) [KI-SofTWarE (ねろましん Qudamomo 是枝和宏 他)] CrossinG KnighTMarE ThE SacreD BooK2.zip","J:\_Happy_Lesson\_Going_to_sort\_Compressed","76167674","2014/8/25 3:02"
